date,sentiment_mean,sentiment_std,news_volume,log_volume,article_impact,goldstein_mean,goldstein_std,sentiment_min,sentiment_max,positive_ratio,negative_ratio,extreme_ratio,sentiment_lag1,sentiment_std_lag1,volume_lag1,goldstein_lag1,sentiment_lag2,sentiment_std_lag2,volume_lag2,goldstein_lag2,sentiment_lag3,sentiment_std_lag3,volume_lag3,goldstein_lag3,sentiment_ma5,sentiment_ma20,sentiment_momentum,sentiment_vol5,sentiment_vol10,volume_ma5,volume_sum5,volume_sum10
2018-06-12,-0.4758434399134583,0.32710779924122024,36,3.6109179126442243,-1.7182316007977523,-5.652777777777778,3.0682501447270045,-0.8326193690299988,0.1054970994591713,0.05555555555555555,0.75,0.6388888888888888,-0.5830837597919477,0.31981436075054603,37.0,-6.751351351351351,-0.2867172192385856,0.43908144257332254,47.0,-4.553191489361702,-0.2560495387049431,0.43694333937155794,47.0,-6.093617021276596,-0.3813228778927261,-0.3172232139655364,-0.06409966392718974,0.14152964710336663,0.11882082845892052,44.8,224.0,451.0
2018-06-13,-0.3990789247496474,0.3796416330069442,31,3.4657359027997265,-1.3831021575555633,-5.932258064516129,2.9684781695475086,-0.903203308582306,0.2350720316171646,0.0967741935483871,0.6451612903225806,0.5483870967741935,-0.4758434399134583,0.32710779924122024,36.0,-5.652777777777778,-0.5830837597919477,0.31981436075054603,37.0,-6.751351351351351,-0.2867172192385856,0.43908144257332254,47.0,-4.553191489361702,-0.4001545764797164,-0.32338401288819296,-0.07677056359152346,0.1349327083324653,0.12092360654458509,39.6,198.0,440.0
2018-06-14,-0.2686778055038303,0.35031612135072976,40,3.713572066704308,-0.9977543934624372,-5.147499999999999,3.009567036967278,-0.8471574783325195,0.5337343215942383,0.05,0.55,0.425,-0.3990789247496474,0.3796416330069442,31.0,-5.932258064516129,-0.4758434399134583,0.32710779924122024,36.0,-5.652777777777778,-0.5830837597919477,0.31981436075054603,37.0,-6.751351351351351,-0.4026802298394938,-0.32414131950448066,-0.07853891033501315,0.13163902145777728,0.1140634006201912,38.2,191.0,441.0
2018-06-15,-0.3478049899226633,0.35720863336186653,29,3.4011973816621555,-1.1829534210539947,-5.80344827586207,2.743328303058002,-0.941817343235016,0.4836711287498474,0.06896551724137931,0.6896551724137931,0.3793103448275862,-0.2686778055038303,0.35031612135072976,40.0,-5.147499999999999,-0.3990789247496474,0.3796416330069442,31.0,-5.932258064516129,-0.4758434399134583,0.32710779924122024,36.0,-5.652777777777778,-0.4148977839763094,-0.32154026831002336,-0.09335751566628603,0.12055378142588258,0.10663130116389688,34.6,173.0,428.0
2018-06-16,-0.26538174878805876,0.3477647840734762,44,3.8066624897703196,-1.0102187485811533,-5.929545454545454,3.304926044108218,-0.9202211499214172,0.1301422417163849,0.022727272727272728,0.4090909090909091,0.2727272727272727,-0.3478049899226633,0.35720863336186653,29.0,-5.80344827586207,-0.2686778055038303,0.35031612135072976,40.0,-5.147499999999999,-0.3990789247496474,0.3796416330069442,31.0,-5.932258064516129,-0.3513573817755316,-0.32310924210257086,-0.028248139672960748,0.0894629331378231,0.11018802431239053,36.0,180.0,417.0
2018-06-17,-0.1360012292196708,0.40455583872213835,28,3.367295829986474,-0.4579563720244321,-5.442857142857143,3.008135228180476,-0.8293443322181702,0.643410861492157,0.14285714285714285,0.35714285714285715,0.35714285714285715,-0.26538174878805876,0.3477647840734762,44.0,-5.929545454545454,-0.3478049899226633,0.35720863336186653,29.0,-5.80344827586207,-0.2686778055038303,0.35031612135072976,40.0,-5.147499999999999,-0.2833889396367741,-0.31665480791895745,0.033265868282183364,0.09974644575320227,0.12644613190085763,34.4,172.0,396.0
2018-06-18,-0.2134241626005281,0.49531438979826475,22,3.1354942159291497,-0.6691902273734782,-6.090909090909091,3.263560394152526,-0.8713223934173584,0.8577670454978943,0.18181818181818182,0.36363636363636365,0.4090909090909091,-0.1360012292196708,0.40455583872213835,28.0,-5.442857142857143,-0.26538174878805876,0.3477647840734762,44.0,-5.929545454545454,-0.3478049899226633,0.35720863336186653,29.0,-5.80344827586207,-0.24625798720695027,-0.30702341115808973,0.06076542395113946,0.07812613677600407,0.1318469300095062,32.6,163.0,361.0
2018-06-19,-0.38152678288957653,0.44599406280549253,51,3.9512437185814275,-1.5075053043630193,-4.696078431372549,2.5867657741510164,-0.9588483572006226,0.7750909328460693,0.0784313725490196,0.6274509803921569,0.5490196078431373,-0.2134241626005281,0.49531438979826475,22.0,-6.090909090909091,-0.1360012292196708,0.40455583872213835,28.0,-5.442857142857143,-0.26538174878805876,0.3477647840734762,44.0,-5.929545454545454,-0.2688277826840995,-0.31053572015585934,0.041707937471759826,0.09957759974478807,0.13071143594825663,34.8,174.0,365.0
2018-06-20,-0.26672834416174074,0.45003318456510133,44,3.8066624897703196,-1.0153447826790467,-4.086363636363637,2.313457753420084,-0.9275969862937928,0.8935936689376831,0.1590909090909091,0.4772727272727273,0.4318181818181818,-0.38152678288957653,0.44599406280549253,51.0,-4.696078431372549,-0.2134241626005281,0.49531438979826475,22.0,-6.090909090909091,-0.1360012292196708,0.40455583872213835,28.0,-5.442857142857143,-0.252612453531915,-0.31521824031690354,0.06260578678498852,0.08960345607881223,0.13169379274286422,37.8,189.0,362.0
2018-06-21,-0.28029509612492154,0.39003999973911485,35,3.58351893845611,-1.0044427853200322,-5.779999999999999,2.804262062341128,-0.9620757699012756,0.535783588886261,0.11428571428571428,0.4857142857142857,0.34285714285714286,-0.26672834416174074,0.45003318456510133,44.0,-4.086363636363637,-0.38152678288957653,0.44599406280549253,51.0,-4.696078431372549,-0.2134241626005281,0.49531438979826475,22.0,-6.090909090909091,-0.25559512299928755,-0.3070285070503032,0.05143338405101566,0.0903796293128409,0.09866576616493218,36.0,180.0,360.0
2018-06-22,-0.39380006819963453,0.39063215834339027,50,3.9318256327243257,-1.5483532023159108,-5.446000000000001,2.9496582852934,-0.9564923048019408,0.223600685596466,0.02,0.52,0.5,-0.28029509612492154,0.39003999973911485,35.0,-5.779999999999999,-0.26672834416174074,0.45003318456510133,44.0,-4.086363636363637,-0.38152678288957653,0.44599406280549253,51.0,-4.696078431372549,-0.30715489079528024,-0.31184389501987375,0.004689004224593507,0.07774922628470876,0.0852377287350835,40.4,202.0,374.0
2018-06-23,-0.21009586891159415,0.33589203282736924,44,3.8066624897703196,-0.7997640634414677,-4.902272727272727,2.787593344247428,-0.8951730728149414,0.3276056051254272,0.20454545454545456,0.5227272727272727,0.36363636363636365,-0.39380006819963453,0.39063215834339027,50.0,-5.446000000000001,-0.28029509612492154,0.39003999973911485,35.0,-5.779999999999999,-0.26672834416174074,0.45003318456510133,44.0,-4.086363636363637,-0.3064892320574935,-0.3056769129778027,-0.0008123190796908153,0.07876001137126439,0.08048246026695233,44.8,224.0,387.0
